,Sector,Job,Disparate_Impact,Statistical_Parity_Difference,DIDI
61,5,OFF_4375_0431,0.0,-0.0111731843575419,0.0028467896864344897
62,5,OFF_4390_0431,2.92483660130719,0.010753277102274802,0.00273980249233646
63,5,OFF_4390_3103,11.69934640522876,0.023909153978164822,0.006091757799599031
64,5,OFF_4615_1389,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
65,5,OFF_4627_1389,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
66,5,OFF_4630_1389,1.253501400560224,0.001982692518348121,0.00050516562082808
67,5,OFF_4663_1389,1.253501400560224,0.001982692518348121,0.00050516562082808
68,5,OFF_4673_1389,0.0,-0.0111731843575419,0.0028467896864344897
69,5,OFF_4724_1389,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
70,5,OFF_4768_1389,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
71,5,OFF_5048_0387,1.9498910675381265,0.006367984810311462,0.0016224840565822705
72,5,OFF_5212_0344,2.92483660130719,0.010753277102274802,0.00273980249233646
73,5,OFF_5536_0180,0.0,-0.0111731843575419,0.0028467896864344897
74,5,OFF_5568_0180,2.92483660130719,0.010753277102274802,0.00273980249233646
75,5,OFF_5571_0180,0.0,-0.0111731843575419,0.0028467896864344897
76,5,OFF_558_1174,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
77,5,OFF_604_1621,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
78,5,OFF_608_1621,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
79,5,OFF_680_1363,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
80,5,OFF_6822_0144,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
81,5,OFF_6861_0144,1.253501400560224,0.001982692518348121,0.00050516562082808
82,5,OFF_6866_0033,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
83,5,OFF_6870_0033,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
84,5,OFF_6902_0033,4.387254901960785,0.015138569394238143,0.0038571209280906507
85,5,OFF_9394_0163,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
86,5,ORD_1061_1412,0.0,-0.0111731843575419,0.0028467896864344897
87,5,ORD_11020_0180,0.0,-0.0111731843575419,0.0028467896864344897
88,5,ORD_116_1876,1.9498910675381265,0.006367984810311462,0.0016224840565822705
89,5,ORD_11670_0687,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
90,5,ORD_1190_1626,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
91,5,ORD_12510_0585,1.253501400560224,0.001982692518348121,0.00050516562082808
92,5,ORD_12535_0585,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
93,5,ORD_12765_0130,11.69934640522876,0.023909153978164822,0.006091757799599031
94,5,ORD_13844_0102,1.9498910675381265,0.006367984810311462,0.0016224840565822705
95,5,ORD_14250_0595,1.253501400560224,0.001982692518348121,0.00050516562082808
96,5,ORD_14429_0036,2.92483660130719,0.010753277102274802,0.00273980249233646
97,5,ORD_14505_0036,1.9498910675381265,0.006367984810311462,0.0016224840565822705
98,5,ORD_15162_0349,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
99,5,ORD_15242_3103,26.323529411764707,0.028294446270128164,0.0072090762353532204
100,5,ORD_15251_0619,1.9498910675381265,0.006367984810311462,0.0016224840565822705
101,5,ORD_15542_0121,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
102,5,ORD_15548_0382,0.0,-0.0111731843575419,0.0028467896864344897
103,5,ORD_15656_0253,0.7312091503267975,-0.002402599773615218,0.0006121528149261087
104,5,ORD_15828_0113,1.253501400560224,0.001982692518348121,0.00050516562082808
105,5,ORD_1603_1612,1.9498910675381265,0.006367984810311462,0.0016224840565822705
106,5,ORD_16128_0588,0.32498184458968776,-0.0067878920655785584,0.0017294712506802992
